asr_scr_somaticpr_r,Somatic Problems ASR DSM-5-Oriented Scale (raw score),,,,,,,,,,,,,,,,,,,,,,,,,,,
asr_scr_somaticpr_t,Somatic Problems ASR DSM-5-Oriented Scale (t-score),,,,,,,,,,,,,,,,,,,,,,,,,,,
asr_scr_somaticpr_total,Somatic Problems ASR DSM-5-Oriented Scale (number of dependent raw scores),,,,,,,,,,,,,,,,,,,,,,,,,,,
asr_scr_somaticpr_nm,Somatic Problems ASR DSM-5-Oriented Scale (number of dependent raw scores missing),,,,,,,,,,,,,,,,,,,,,,,,,,,
asr_scr_avoidant_r,Avoidant Personality Problems ASR DSM-5-Oriented Scale (raw score),,,,,,,,,,,,,,,,,,,,,,,,,,,
asr_scr_avoidant_t,Avoidant Personality Problems ASR DSM-5-Oriented Scale (t-score),,,,,,,,,,,,,,,,,,,,,,,,,,,
asr_scr_avoidant_total,Avoidant Personality Problems ASR DSM-5-Oriented Scale (number of dependent raw scores),,,,,,,,,,,,,,,,,,,,,,,,,,,
asr_scr_avoidant_nm,Avoidant Personality Problems ASR DSM-5-Oriented Scale (number of dependent raw scores missing),,,,,,,,,,,,,,,,,,,,,,,,,,,
asr_scr_adhd_r,AD/H Problems ASR DSM-5-Oriented Scale (raw score),,,,,,,,,,,,,,,,,,,,,,,,,,,
asr_scr_adhd_t,AD/H Problems ASR DSM-5-Oriented Scale (t-score),,,,,,,,,,,,,,,,,,,,,,,,,,,
asr_scr_adhd_total,AD/H Problems ASR DSM-5-Oriented Scale (number of dependent raw scores),,,,,,,,,,,,,,,,,,,,,,,,,,,
asr_scr_adhd_nm,AD/H Problems ASR DSM-5-Oriented Scale (number of dependent raw scores missing),,,,,,,,,,,,,,,,,,,,,,,,,,,
asr_scr_antisocial_r,Antisocial Personality Problems ASR DSM-5-Oriented Scale (raw score),,,,,,,,,,,,,,,,,,,,,,,,,,,
asr_scr_antisocial_t,Antisocial Personality Problems ASR DSM-5-Oriented Scale (t-score),,,,,,,,,,,,,,,,,,,,,,,,,,,
asr_scr_antisocial_total,Antisocial Personality Problems ASR DSM-5-Oriented Scale (number of dependent raw scores),,,,,,,,,,,,,,,,,,,,,,,,,,,
asr_scr_antisocial_nm,Antisocial Personality Problems ASR DSM-5-Oriented Scale (number of dependent raw scores missing),,,,,,,,,,,,,,,,,,,,,,,,,,,
asr_scr_inattention_r,Inattention ASR DSM-5-Oriented Scale (raw score),,,,,,,,,,,,,,,,,,,,,,,,,,,
asr_scr_inattention_t,Inattention ASR DSM-5-Oriented Scale (t-score),,,,,,,,,,,,,,,,,,,,,,,,,,,
asr_scr_inattention_total,Inattention ASR DSM-5-Oriented Scale (number of dependent raw scores),,,,,,,,,,,,,,,,,,,,,,,,,,,
asr_scr_inattention_nm,Inattention ASR DSM-5-Oriented Scale (number of dependent raw scores missing),,,,,,,,,,,,,,,,,,,,,,,,,,,
asr_scr_hyperactive_r,Hyperactivity-Impulsivity ASR DSM-5-Oriented Scale (raw score),,,,,,,,,,,,,,,,,,,,,,,,,,,
asr_scr_hyperactive_t,Hyperactivity-Impulsivity ASR DSM-5-Oriented Scale (t-score),,,,,,,,,,,,,,,,,,,,,,,,,,,
asr_scr_hyperactive_total,Hyperactivity-Impulsivity ASR DSM-5-Oriented Scale (number of dependent raw scores),,,,,,,,,,,,,,,,,,,,,,,,,,,
asr_scr_hyperactive_nm,Hyperactivity-Impulsivity ASR DSM-5-Oriented Scale (number of dependent raw scores missing),,,,,,,,,,,,,,,,,,,,,,,,,,,
collection_title,collection_title,,,,,,,,,,,,,,,,,,,,,,,,,,,
promoted_subjectkey,promoted_subjectkey,,,,,,,,,,,,,,,,,,,,,,,,,,,
collection_id,collection_id,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_id,dataset_id,,,,,,,,,,,,,,,,,,,,,,,,,,,
subjectkey,The NDAR Global Unique Identifier (GUID) for research subject,,,,,,,,,,,,,,,,,,,,,,,,,,,
src_subject_id,Subject ID how it's defined in lab/project,,,,,,,,,,,,,,,,,,,,,,,,,,,
interview_date,Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY,,,,,,,,,,,,,,,,,,,,,,,,,,,
interview_age,Age in months at the time of the interview/test/sampling/imaging.,,,,,,,,,,,,,,,,,,,,,,,,,,,
gender,Sex of the subject,,,,,,,,,,,,,,,,,,,,,,,,,,,
eventname,The event name for which the data was collected,,,,,,,,,,,,,,,,,,,,,,,,,,,
bisbas1_y,I usually get very tense when I think something unpleasant is going to happen.,,,,,,,,,,,,,,,,,,,,,,,,,,,
bisbas2_y,I worry about making mistakes.,,,,,,,,,,,,,,,,,,,,,,,,,,,
bisbas3_y,I am hurt when people scold me or tell me that I do something wrong.,,,,,,,,,,,,,,,,,,,,,,,,,,,
bisbas4_y,I feel pretty upset when I think that someone is angry with me.,,,,,,,,,,,,,,,,,,,,,,,,,,,
bisbas5_y,"I do not become fearful or nervous, even when something bad happens to me.",,,,,,,,,,,,,,,,,,,,,,,,,,,
bisbas6_y,I feel worried when I have done poorly at something.,,,,,,,,,,,,,,,,,,,,,,,,,,,
bisbas7_y,I am very fearful compared to my friends.,,,,,,,,,,,,,,,,,,,,,,,,,,,
bisbas8_y,I feel excited and full of energy when I get something that I want.,,,,,,,,,,,,,,,,,,,,,,,,,,,
bisbas10_y,I get thrilled when good things happen to me.,,,,,,,,,,,,,,,,,,,,,,,,,,,
bisbas9_y,"When I am doing well at something, I like to keep doing this.",,,,,,,,,,,,,,,,,,,,,,,,,,,
bisbas11_y,It would excite me to win a contest.,,,,,,,,,,,,,,,,,,,,,,,,,,,
bisbas12_y,I get really excited when I see an opportunity to get something I like.,,,,,,,,,,,,,,,,,,,,,,,,,,,
bisbas13_y,"When I want something, I usually go all the way to get it.",,,,,,,,,,,,,,,,,,,,,,,,,,,
bisbas14_y,I do everything to get the things that I want.,,,,,,,,,,,,,,,,,,,,,,,,,,,
bisbas15_y,"When I see an opportunity to get something I want, I go for it right away.",,,,,,,,,,,,,,,,,,,,,,,,,,,
bisbas16_y,Nobody can stop me when I want something.,,,,,,,,,,,,,,,,,,,,,,,,,,,
bisbas17_y,I often do things for no other reason than they might be fun.,,,,,,,,,,,,,,,,,,,,,,,,,,,
bisbas18_y,I crave excitement and new sensations.,,,,,,,,,,,,,,,,,,,,,,,,,,,
bisbas19_y,"I am always willing to try something new, when I think it will be fun.",,,,,,,,,,,,,,,,,,,,,,,,,,,
bisbas20_y,I often do things on the spur of the moment.,,,,,,,,,,,,,,,,,,,,,,,,,,,
collection_title,collection_title,,,,,,,,,,,,,,,,,,,,,,,,,,,
promoted_subjectkey,promoted_subjectkey,,,,,,,,,,,,,,,,,,,,,,,,,,,
collection_id,collection_id,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_id,dataset_id,,,,,,,,,,,,,,,,,,,,,,,,,,,
subjectkey,The NDAR Global Unique Identifier (GUID) for research subject,,,,,,,,,,,,,,,,,,,,,,,,,,,
src_subject_id,Subject ID how it's defined in lab/project,,,,,,,,,,,,,,,,,,,,,,,,,,,
interview_date,Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY,,,,,,,,,,,,,,,,,,,,,,,,,,,
interview_age,Age in months at the time of the interview/test/sampling/imaging.,,,,,,,,,,,,,,,,,,,,,,,,,,,
gender,Sex of the subject,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_select_language___1,"¿Español? (1, Sí)",,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q01_p,Acts too young for his/her age Actúa como si fuera mucho menor que su edad,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q02_p,Drinks alcohol without parents' approval Toma bebidas alcohólicas sin permiso de los padres,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q03_p,Argues a lot Discute mucho,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q04_p,Fails to finish things he/she starts Deja sin terminar lo que él/ella empieza,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q05_p,There is very little he/she enjoys Disfruta de muy pocas cosas,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q06_p,Bowel movements outside toilet Hace sus necesidades en la ropa o en lugares inadecuados,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q07_p,"Bragging, boasting  Es engreído(a), presumido(a)",,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q08_p,"Can't concentrate, can't pay attention for long No puede concentrarse o prestar atención por mucho tiempo",,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q09_p,"Can't get his/her mind off certain thoughts; obsessions Obsesiones, que quiere decir que no puede sacarse de la mente ciertos pensamientos",,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q10_p,"Can't sit still, restless, or hyperactive No puede quedarse quieto(a); es inquieto(a) o hiperactivo(a)",,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q11_p,Clings to adults or too dependent Es demasiado dependiente o apegado(a) a los adultos,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q12_p,Complains of loneliness Se queja de que se siente solo(a),,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q13_p,Confused or seems to be in a fog Está confundido(a) o parece como si estuviera en las nubes,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q14_p,Cries a lot Llora mucho,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q15_p,Cruel to animals Es cruel con los animales,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q16_p,"Cruelty, bullying, or meanness to others Es cruel, abusador(a), y malo(a) con los demás",,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q17_p,"Daydreams or gets lost in his/her thoughts Sueña despierto(a), se pierde en sus propios pensamientos",,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q18_p,Deliberately harms self or attempts suicide Se hace daño a sí mismo(a) deliberadamente o ha intentado suicidarse,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q19_p,Demands a lot of attention Exige mucha atención,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q20_p,Destroys his/her own things Destruye sus propias cosas,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q21_p,Destroys things belonging to his/her family or others Destruye las pertenencias de sus familiares o de otras personas,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q22_p,Disobedient at home  Desobedece en casa,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q23_p,Disobedient at school Desobedece en la escuela,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q24_p,Doesn't eat well No come bien,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q25_p,Doesn't get along with other kids No se lleva bien con otros niños(as)/jóvenes,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q26_p,Doesn't seem to feel guilty after misbehaving No parece sentirse culpable después de portarse mal,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q27_p,Easily jealous Se pone celoso(a) facilmente,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q28_p,"Breaks rules at home, school or elsewhere  No respeta/rompe las reglas en casa, en la escuela, o en otro lugar",,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q29_p,"Fears certain animals, situations, or places, other than school Tiene miedo de ciertas situaciones, animales o lugares (no incluya la escuela)",,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q30_p,Fears going to school Le da miedo ir a la escuela,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q31_p,Fears he/she might think or do something bad Tiene miedo de que pueda pensar o hacer  algo malo,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q32_p,Feels he/she has to be perfect Siente que tiene que ser perfecto(a),,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q33_p,Feels or complains that no one loves him/her Siente o se queja de que nadie lo/la quiere,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q34_p,Feels others are out to get him/her Siente que los demás lo/la quieren perjudicar,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q35_p,Feels worthless or inferior Se siente inferior o cree que no vale nada,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q36_p,"Gets hurt a lot, accident prone Se lastima accidentalmente con mucha frecuencia, propenso(a) a accidentes",,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q37_p,Gets in many fights Se mete mucho en peleas,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q38_p,Gets teased a lot Los demás se burlan de él/ella a menudo,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q39_p,Hangs around with others who get in trouble Se junta con niños(as)/jóvenes que se meten en problemas,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q40_p,Hears sound or voices that aren't there Oye sonidos o voces que no existen,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q41_p,Impulsive or acts without thinking Impulsivo(a); actúa sin pensar,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q42_p,Would rather be alone than with others Prefiere estar solo(a) que con otras personas,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q43_p,Lying or cheating Dice mentiras o hace trampas,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q44_p,Bites fingernails Se come/muerde las uñas,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q45_p,"Nervous, highstrung, or tense Nervioso(a), tenso(a)",,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q46_p,Nervous movements or twitching Movimientos involuntarios o tics,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q47_p,Nightmares Pesadillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q48_p,Not liked by other kids No le cae bien a otros niños(as)/jóvenes,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q49_p,"Constipated, doesn't move bowels Padece de estreñimiento",,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q50_p,Too fearful or anxious Demasiado ansioso(a) o miedoso(a),,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q51_p,Feels dizzy or lightheaded Se siente mareado(a),,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q52_p,Feels too guilty Se siente demasiado culpable,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q53_p,Overeating Come demasiado,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q54_p,Overtired without good reason Se siente demasiado cansado(a) sin razón para estarlo,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q55_p,Overweight Tiene sobrepeso,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q56a_p,Aches or pains (not stomach or headaches) Dolores o molestias (sin que sean del estómago o dolores de cabeza),,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q56b_p,Headaches Dolores de cabeza,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q56c_p,"Nausea, feels sick Náuseas, ganas de vomitar",,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q56d_p,Problems with eyes (not if corrected by glasses)  Problemas con los ojos (no incluya si se corrigió con gafas/lentes/espejuelos),,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q56e_p,Rashes or other skin problems Salpullido o irritación en la piel,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q56f_p,Stomachaches Dolores de estómago,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q56g_p,"Vomiting, throwing up Vómitos",,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q56h_p,Other (physical problems without known physical cause) Otros (problemas físicos sin causa médica conocida),,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q57_p,Physically attacks people Ataca/agrede físicamente a otras personas,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q58_p,"Picks nose, skin, or other parts of body Mete el dedo en la nariz, se araña la piel u otras partes del cuerpo",,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q59_p,Plays with own sex parts in public Se toca/juega con sus partes sexuales en público,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcl_q60_p,Plays with own sex parts too much Se toca/juega demasiado con sus partes sexuales,,,,,,,,,,,,,,,,,,,,,,,,,,,
